事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,归因摘要
1924,2024-04-22 22:50:00,2024-04-22 22:50:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.388,30,残差异常：采煤机_牵引部位_右电机_电流 偏高（残差 Z-score=3.4，实际=146.0 vs 预测=0.0）
1925,2024-04-22 23:12:00,2024-04-22 23:15:00,4.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.933,120,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=3.9，实际=51.0 vs 预测=23.4）
1926,2024-04-22 23:17:00,2024-04-22 23:17:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.751,30,正常
1927,2024-04-22 23:50:00,2024-04-22 23:50:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.226,30,正常
1928,2024-04-23 00:01:00,2024-04-23 00:01:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.679,30,正常
1929,2024-04-23 00:05:00,2024-04-23 00:06:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.633,60,正常
1930,2024-04-23 00:08:00,2024-04-23 00:08:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.077,30,正常
1931,2024-04-23 00:12:00,2024-04-23 00:12:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.671,30,正常
1932,2024-04-23 00:14:00,2024-04-23 00:14:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,18.04,30,正常
1933,2024-04-23 00:28:00,2024-04-23 00:28:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.017,30,正常
1934,2024-04-23 00:33:00,2024-04-23 00:35:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10.809,90,正常
1935,2024-04-23 01:37:00,2024-04-23 01:37:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.699,30,正常
1936,2024-04-23 01:39:00,2024-04-23 01:39:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.414,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.4，实际=55.0 vs 预测=17.0）
1937,2024-04-23 01:42:00,2024-04-23 01:42:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.047,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.0，实际=51.0 vs 预测=18.8）
1938,2024-04-23 01:48:00,2024-04-23 01:48:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.95,30,正常
1939,2024-04-23 01:53:00,2024-04-23 01:55:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.041,90,正常
1940,2024-04-23 01:57:00,2024-04-23 01:57:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.094,30,正常
1941,2024-04-23 02:00:00,2024-04-23 02:00:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.123,30,正常
1942,2024-04-23 02:09:00,2024-04-23 02:09:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.126,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.1，实际=19.0 vs 预测=0.0）
1943,2024-04-23 02:18:00,2024-04-23 02:18:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.65,30,正常
1944,2024-04-23 02:30:00,2024-04-23 02:30:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.094,30,正常
1945,2024-04-23 02:39:00,2024-04-23 02:39:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.484,30,正常
1946,2024-04-23 02:43:00,2024-04-23 02:45:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.273,90,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=7.3，实际=63.0 vs 预测=16.6）
1947,2024-04-23 03:01:00,2024-04-23 03:03:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.272,90,正常
1948,2024-04-23 03:05:00,2024-04-23 03:05:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.523,30,正常
1949,2024-04-23 03:19:00,2024-04-23 03:19:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,14.713,30,正常
1950,2024-04-23 03:23:00,2024-04-23 03:25:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,13.841,90,正常
1951,2024-04-23 03:57:00,2024-04-23 03:57:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.159,30,正常
1952,2024-04-23 04:03:00,2024-04-23 04:04:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.22,60,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=6.2，实际=62.0 vs 预测=10.2）
1953,2024-04-23 04:15:00,2024-04-23 04:15:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.277,30,正常
1954,2024-04-23 04:24:00,2024-04-23 04:26:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.934,90,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=6.9，实际=87.0 vs 预测=72.0）
1955,2024-04-23 04:36:00,2024-04-23 04:36:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.498,30,正常
1956,2024-04-23 04:39:00,2024-04-23 04:39:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.847,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=3.8，实际=44.0 vs 预测=17.0）
1957,2024-04-23 04:42:00,2024-04-23 04:42:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.567,30,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=4.6，实际=55.0 vs 预测=39.0）
1958,2024-04-23 04:44:00,2024-04-23 04:45:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.72,60,正常
1959,2024-04-23 05:00:00,2024-04-23 05:01:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.939,60,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=3.9，实际=56.0 vs 预测=42.2）
1960,2024-04-23 05:03:00,2024-04-23 05:03:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.339,30,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=4.3，实际=275.0 vs 预测=103.6）
1961,2024-04-23 05:08:00,2024-04-23 05:09:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.69,60,正常
1962,2024-04-23 05:28:00,2024-04-23 05:29:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.649,60,正常
1963,2024-04-23 06:02:00,2024-04-23 06:02:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.845,30,正常
1964,2024-04-23 06:32:00,2024-04-23 06:32:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,15.608,30,正常
1965,2024-04-23 06:50:00,2024-04-23 06:52:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.842,90,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.8，实际=58.0 vs 预测=17.0）
1966,2024-04-23 06:54:00,2024-04-23 06:54:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.26,30,正常
1967,2024-04-23 06:57:00,2024-04-23 06:57:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.083,30,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=3.1，实际=50.0 vs 预测=39.2）
1968,2024-04-23 07:11:00,2024-04-23 07:11:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.883,30,正常
1969,2024-04-23 07:17:00,2024-04-23 07:17:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.957,30,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=5.0，实际=279.0 vs 预测=83.2）
1970,2024-04-23 07:29:00,2024-04-23 07:29:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.64,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.6，实际=47.0 vs 预测=17.4）
1971,2024-04-23 07:32:00,2024-04-23 07:32:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.377,30,正常
1972,2024-04-23 07:35:00,2024-04-23 07:35:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.373,30,正常
1973,2024-04-23 07:53:00,2024-04-23 07:56:00,4.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.149,120,正常
1974,2024-04-23 07:58:00,2024-04-23 08:04:00,7.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10.832,210,正常
1975,2024-04-23 08:07:00,2024-04-23 08:09:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.237,90,正常
1976,2024-04-23 08:25:00,2024-04-23 08:25:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10.2,30,正常
1977,2024-04-23 08:38:00,2024-04-23 08:38:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.583,30,正常
1978,2024-04-23 08:50:00,2024-04-23 08:50:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.557,30,正常
1979,2024-04-23 08:59:00,2024-04-23 09:00:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.191,60,正常
1980,2024-04-23 09:16:00,2024-04-23 09:19:00,4.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.757,120,正常
1981,2024-04-23 11:38:00,2024-04-23 11:38:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.574,30,正常
1982,2024-04-23 12:46:00,2024-04-23 12:52:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,77.725,210,Mahalanobis 距离=77.7（阈值=18.5）。主要贡献特征：PC2 (85.2%); PC3 (10.8%); PC4 (3.3%)。
1983,2024-04-23 13:34:00,2024-04-23 13:35:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.729,60,正常
1984,2024-04-23 14:18:00,2024-04-23 14:21:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.595,120,正常
1985,2024-04-23 14:56:00,2024-04-23 15:50:00,55.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,13.61,1650,残差异常：采煤机_截割部位_右滚筒_电机_温度 偏高（残差 Z-score=13.6，实际=49.0 vs 预测=0.0）
1986,2024-04-23 16:12:00,2024-04-23 16:13:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.442,60,正常
1987,2024-04-23 16:17:00,2024-04-23 16:18:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.304,60,残差异常：采煤机_牵引部位_左电机_电流 偏高（残差 Z-score=3.3，实际=142.0 vs 预测=0.0）
1988,2024-04-23 16:23:00,2024-04-23 16:23:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.246,30,正常
1989,2024-04-23 16:28:00,2024-04-23 16:29:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.421,60,正常
1990,2024-04-23 16:45:00,2024-04-23 16:45:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.705,30,正常
1991,2024-04-23 16:51:00,2024-04-23 16:52:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.894,60,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=9.9，实际=74.0 vs 预测=52.6）
1992,2024-04-23 16:55:00,2024-04-23 16:56:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.367,60,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=7.4，实际=54.0 vs 预测=7.0）
1993,2024-04-23 16:58:00,2024-04-23 16:58:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.165,30,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=11.2，实际=506.0 vs 预测=65.0）
1994,2024-04-23 17:00:00,2024-04-23 17:02:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,21.489,90,Mahalanobis 距离=21.5（阈值=18.5）。主要贡献特征：PC2 (98.2%); PC4 (1.3%)。
1995,2024-04-23 17:04:00,2024-04-23 17:04:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.581,30,正常
1996,2024-04-23 17:57:00,2024-04-23 17:59:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.404,90,正常
1997,2024-04-23 18:07:00,2024-04-23 18:07:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.553,30,正常
1998,2024-04-23 18:09:00,2024-04-23 18:14:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,47.29,180,Mahalanobis 距离=47.3（阈值=18.5）。主要贡献特征：PC4 (74.4%); PC3 (17.8%); PC2 (7.8%)。
1999,2024-04-23 18:18:00,2024-04-23 18:18:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.027,30,正常
2000,2024-04-23 18:20:00,2024-04-23 18:21:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.141,60,正常
2001,2024-04-23 18:33:00,2024-04-23 18:33:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.417,30,正常
2002,2024-04-23 18:47:00,2024-04-23 18:47:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.672,30,正常
2003,2024-04-23 18:51:00,2024-04-23 18:51:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.404,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.4，实际=63.0 vs 预测=18.0）
2004,2024-04-23 18:57:00,2024-04-23 18:57:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,12.566,30,正常
2005,2024-04-23 19:21:00,2024-04-23 19:21:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.807,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.8，实际=44.0 vs 预测=13.8）
2006,2024-04-23 19:28:00,2024-04-23 19:28:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.009,30,正常
2007,2024-04-23 19:42:00,2024-04-23 19:43:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10.454,60,正常
2008,2024-04-23 19:46:00,2024-04-23 19:46:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10.837,30,正常
2009,2024-04-23 19:55:00,2024-04-23 19:55:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.348,30,正常
2010,2024-04-23 19:59:00,2024-04-23 19:59:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.917,30,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=5.9，实际=78.0 vs 预测=65.2）
2011,2024-04-23 20:07:00,2024-04-23 20:07:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.454,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.5，实际=45.0 vs 预测=17.6）
2012,2024-04-23 20:15:00,2024-04-23 20:15:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.816,30,残差异常：采煤机_牵引部位_左电机_电流 偏高（残差 Z-score=3.8，实际=164.0 vs 预测=0.0）
2013,2024-04-23 20:21:00,2024-04-23 20:21:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.469,30,正常
2014,2024-04-23 20:36:00,2024-04-23 20:36:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.24,30,正常
2015,2024-04-23 21:27:00,2024-04-23 21:27:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.383,30,正常
2016,2024-04-23 21:30:00,2024-04-23 21:30:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.467,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.5，实际=54.0 vs 预测=16.8）
2017,2024-04-23 21:42:00,2024-04-23 21:42:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.908,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.9，实际=48.0 vs 预测=17.0）
2018,2024-04-23 22:05:00,2024-04-23 22:05:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.256,30,正常
2019,2024-04-23 22:08:00,2024-04-23 22:08:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.327,30,正常
2020,2024-04-23 22:16:00,2024-04-23 22:20:00,5.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,15.63,150,正常
2021,2024-04-23 22:24:00,2024-04-23 22:26:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,14.658,90,正常
2022,2024-04-23 22:33:00,2024-04-23 22:33:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.913,30,正常
2023,2024-04-23 22:36:00,2024-04-23 22:36:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.751,30,正常
2024,2024-04-23 22:38:00,2024-04-23 22:38:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.291,30,正常
2025,2024-04-23 22:46:00,2024-04-23 22:46:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.404,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.4，实际=68.0 vs 预测=17.2）
2026,2024-04-23 23:05:00,2024-04-23 23:05:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.443,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.4，实际=54.0 vs 预测=17.0）
2027,2024-04-23 23:22:00,2024-04-23 23:22:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.935,30,正常
2028,2024-04-23 23:36:00,2024-04-23 23:36:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.43,30,正常
2029,2024-04-23 23:40:00,2024-04-23 23:40:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.613,30,正常
2030,2024-04-23 23:45:00,2024-04-23 23:45:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.689,30,正常
2031,2024-04-23 23:47:00,2024-04-23 23:47:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.949,30,正常
2032,2024-04-23 23:49:00,2024-04-23 23:50:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.026,60,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.0，实际=65.0 vs 预测=17.2）
2033,2024-04-23 23:56:00,2024-04-23 23:57:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.678,60,正常
2034,2024-04-23 23:59:00,2024-04-24 00:00:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.039,60,正常
2035,2024-04-24 00:06:00,2024-04-24 00:07:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.107,60,正常
2036,2024-04-24 00:22:00,2024-04-24 00:27:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,12.176,180,正常
2037,2024-04-24 00:32:00,2024-04-24 00:32:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.277,30,正常
2038,2024-04-24 00:44:00,2024-04-24 00:44:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.257,30,正常
2039,2024-04-24 01:16:00,2024-04-24 01:16:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.948,30,正常
2040,2024-04-24 01:31:00,2024-04-24 01:31:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.795,30,正常
2041,2024-04-24 01:37:00,2024-04-24 01:39:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.489,90,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=7.5，实际=90.0 vs 预测=73.8）
2042,2024-04-24 01:55:00,2024-04-24 01:55:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.231,30,正常
2043,2024-04-24 02:05:00,2024-04-24 02:05:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.646,30,正常
2044,2024-04-24 02:12:00,2024-04-24 02:12:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.334,30,正常
2045,2024-04-24 02:14:00,2024-04-24 02:15:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.97,60,正常
2046,2024-04-24 02:29:00,2024-04-24 02:30:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.923,60,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.9，实际=41.0 vs 预测=0.0）
2047,2024-04-24 02:39:00,2024-04-24 02:39:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.679,30,正常
2048,2024-04-24 02:41:00,2024-04-24 02:41:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.665,30,正常
2049,2024-04-24 02:43:00,2024-04-24 02:43:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.066,30,正常
2050,2024-04-24 02:52:00,2024-04-24 02:52:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.503,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.5，实际=48.0 vs 预测=16.4）
2051,2024-04-24 02:54:00,2024-04-24 02:55:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.914,60,正常
2052,2024-04-24 03:50:00,2024-04-24 03:52:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.142,90,正常
2053,2024-04-24 04:01:00,2024-04-24 04:02:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.897,60,正常
2054,2024-04-24 04:05:00,2024-04-24 04:05:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.992,30,正常
2055,2024-04-24 04:08:00,2024-04-24 04:08:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.764,30,正常
2056,2024-04-24 04:14:00,2024-04-24 04:14:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.083,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.1，实际=51.0 vs 预测=17.0）
2057,2024-04-24 05:07:00,2024-04-24 05:07:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.844,30,正常
2058,2024-04-24 05:09:00,2024-04-24 05:11:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.564,90,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=6.6，实际=81.0 vs 预测=66.8）
2059,2024-04-24 05:23:00,2024-04-24 05:23:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.711,30,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=3.7，实际=49.0 vs 预测=36.0）
2060,2024-04-24 05:44:00,2024-04-24 05:44:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.683,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.7，实际=56.0 vs 预测=17.0）
2061,2024-04-24 05:55:00,2024-04-24 05:55:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.757,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.8，实际=50.0 vs 预测=20.2）
2062,2024-04-24 07:13:00,2024-04-24 07:13:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.061,30,正常
2063,2024-04-24 07:24:00,2024-04-24 07:27:00,4.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.046,120,正常
2064,2024-04-24 08:29:00,2024-04-24 08:29:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.656,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.7，实际=29.0 vs 预测=0.0）
2065,2024-04-24 09:50:00,2024-04-24 09:53:00,4.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.133,120,正常
2066,2024-04-24 15:02:00,2024-04-24 15:02:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.127,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=6.1，实际=43.0 vs 预测=0.0）
2067,2024-04-24 15:19:00,2024-04-24 15:19:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.08,30,正常
2068,2024-04-24 15:31:00,2024-04-24 15:31:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.22,30,正常
2069,2024-04-24 15:40:00,2024-04-24 15:40:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.028,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=6.0，实际=58.0 vs 预测=7.8）
2070,2024-04-24 15:51:00,2024-04-24 15:57:00,7.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.865,210,正常
2071,2024-04-24 16:10:00,2024-04-24 16:10:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.037,30,正常
2072,2024-04-24 16:25:00,2024-04-24 16:27:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.488,90,残差异常：采煤机_牵引部位_右电机_温度 偏高（残差 Z-score=8.5，实际=59.0 vs 预测=38.0）
