事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,归因摘要
1287,2024-04-11 16:25:00,2024-04-11 16:26:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2353.519,60,Mahalanobis 距离=2353.5（阈值=18.5）。主要贡献特征：PC2 (95.6%); PC3 (4.4%)。
1288,2024-04-11 16:29:00,2024-04-11 16:29:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.248,30,正常
1289,2024-04-11 16:38:00,2024-04-11 16:40:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3009.461,90,Mahalanobis 距离=3009.5（阈值=18.5）。主要贡献特征：PC2 (65.5%); PC3 (34.4%)。
1290,2024-04-11 16:42:00,2024-04-11 16:48:00,7.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.967,210,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=4.0，实际=70.0 vs 预测=58.6）
1291,2024-04-11 16:58:00,2024-04-11 17:01:00,4.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1619.356,120,Mahalanobis 距离=1619.4（阈值=18.5）。主要贡献特征：PC2 (52.4%); PC3 (47.2%)。
1292,2024-04-11 17:03:00,2024-04-11 17:08:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2389.173,180,Mahalanobis 距离=2389.2（阈值=18.5）。主要贡献特征：PC2 (72.3%); PC3 (27.7%)。
1293,2024-04-11 19:20:00,2024-04-11 19:25:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,19.416,180,Mahalanobis 距离=19.4（阈值=18.5）。主要贡献特征：PC1 (59.1%); PC3 (25.3%); PC2 (10.3%)。
1294,2024-04-11 19:44:00,2024-04-11 19:57:00,14.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,25.276,420,Mahalanobis 距离=25.3（阈值=18.5）。主要贡献特征：PC2 (64.2%); PC3 (33.4%); PC1 (1.4%)。
1295,2024-04-11 19:59:00,2024-04-11 20:03:00,5.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.155,150,残差异常：采煤机_油泵_左电机_温度 偏高（残差 Z-score=3.2，实际=51.0 vs 预测=46.2）
1296,2024-04-11 20:06:00,2024-04-11 20:07:00,2.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.342,60,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=5.3，实际=291.0 vs 预测=71.2）
1297,2024-04-11 20:09:00,2024-04-11 20:12:00,4.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.53,120,正常
1298,2024-04-11 20:14:00,2024-04-11 20:14:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.139,30,正常
1299,2024-04-11 20:16:00,2024-04-11 20:16:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2728.801,30,Mahalanobis 距离=2728.8（阈值=18.5）。主要贡献特征：PC2 (73.6%); PC3 (26.1%)。
1300,2024-04-11 20:21:00,2024-04-11 20:21:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1741.639,30,Mahalanobis 距离=1741.6（阈值=18.5）。主要贡献特征：PC2 (64.7%); PC3 (35.1%)。
1301,2024-04-11 20:24:00,2024-04-11 20:28:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3535.071,150,Mahalanobis 距离=3535.1（阈值=18.5）。主要贡献特征：PC2 (81.3%); PC3 (18.6%)。
1302,2024-04-11 21:10:00,2024-04-11 21:10:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.95,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.0，实际=61.0 vs 预测=17.0）
1303,2024-04-11 21:16:00,2024-04-11 21:16:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.372,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.4，实际=57.0 vs 预测=17.4）
1304,2024-04-11 21:20:00,2024-04-11 21:20:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.231,30,正常
1305,2024-04-11 21:31:00,2024-04-11 21:31:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2622.673,30,Mahalanobis 距离=2622.7（阈值=18.5）。主要贡献特征：PC2 (71.7%); PC3 (28.2%)。
1306,2024-04-11 21:43:00,2024-04-11 21:44:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.181,60,单变量异常：采煤机_截割部位_左滚筒_电机_电流（z-score=3.2，实际=234.0，均值=95.5±43.5）
1307,2024-04-11 21:46:00,2024-04-11 21:46:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.673,30,正常
1308,2024-04-11 21:48:00,2024-04-11 21:55:00,8.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3254.567,240,Mahalanobis 距离=3254.6（阈值=18.5）。主要贡献特征：PC2 (64.8%); PC3 (34.8%)。
1309,2024-04-11 22:05:00,2024-04-11 22:09:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2580.901,150,Mahalanobis 距离=2580.9（阈值=18.5）。主要贡献特征：PC2 (68.4%); PC3 (31.3%)。
1310,2024-04-11 22:11:00,2024-04-11 22:12:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.491,60,正常
1311,2024-04-11 22:14:00,2024-04-11 22:14:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.118,30,正常
1312,2024-04-11 22:16:00,2024-04-11 22:16:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.106,30,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=4.1，实际=79.0 vs 预测=67.2）
1313,2024-04-11 22:20:00,2024-04-11 22:20:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.716,30,残差异常：采煤机_牵引部位_左电机_电流 偏高（残差 Z-score=3.7，实际=217.0 vs 预测=105.2）
1314,2024-04-11 22:26:00,2024-04-11 22:26:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.123,30,正常
1315,2024-04-11 22:28:00,2024-04-11 22:33:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3688.549,180,Mahalanobis 距离=3688.5（阈值=18.5）。主要贡献特征：PC2 (56.5%); PC3 (41.6%); PC4 (1.9%)。
1316,2024-04-11 22:46:00,2024-04-11 22:52:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4887.537,210,Mahalanobis 距离=4887.5（阈值=18.5）。主要贡献特征：PC2 (88.6%); PC3 (11.4%)。
1317,2024-04-11 22:54:00,2024-04-11 22:54:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1695.33,30,Mahalanobis 距离=1695.3（阈值=18.5）。主要贡献特征：PC2 (72.3%); PC3 (27.4%)。
1318,2024-04-11 22:58:00,2024-04-11 22:58:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.912,30,正常
1319,2024-04-11 23:02:00,2024-04-11 23:02:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2406.209,30,Mahalanobis 距离=2406.2（阈值=18.5）。主要贡献特征：PC2 (73.4%); PC3 (26.3%)。
1320,2024-04-11 23:05:00,2024-04-11 23:05:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.074,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=3.1，实际=42.0 vs 预测=17.2）
1321,2024-04-11 23:08:00,2024-04-11 23:14:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1237.538,210,Mahalanobis 距离=1237.5（阈值=18.5）。主要贡献特征：PC2 (63.1%); PC3 (35.2%); PC4 (1.7%)。
1322,2024-04-11 23:29:00,2024-04-11 23:30:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3642.555,60,Mahalanobis 距离=3642.6（阈值=18.5）。主要贡献特征：PC2 (78.4%); PC3 (21.2%)。
1323,2024-04-11 23:36:00,2024-04-11 23:36:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1494.529,30,Mahalanobis 距离=1494.5（阈值=18.5）。主要贡献特征：PC2 (65.4%); PC3 (33.4%); PC4 (1.3%)。
1324,2024-04-11 23:49:00,2024-04-11 23:51:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2779.148,90,Mahalanobis 距离=2779.1（阈值=18.5）。主要贡献特征：PC2 (73.4%); PC3 (25.8%)。
1325,2024-04-11 23:53:00,2024-04-11 23:54:00,2.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,18.747,60,Mahalanobis 距离=18.7（阈值=18.5）。主要贡献特征：PC4 (96.7%); PC3 (3.1%)。
1326,2024-04-12 00:01:00,2024-04-12 00:01:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4153.539,30,Mahalanobis 距离=4153.5（阈值=18.5）。主要贡献特征：PC2 (81.2%); PC3 (18.5%)。
1327,2024-04-12 00:03:00,2024-04-12 00:03:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.317,30,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.3，实际=215.0 vs 预测=75.6）
1328,2024-04-12 00:14:00,2024-04-12 00:14:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.521,30,正常
1329,2024-04-12 00:25:00,2024-04-12 00:28:00,4.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.825,120,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.8，实际=66.0 vs 预测=19.0）
1330,2024-04-12 00:33:00,2024-04-12 00:36:00,4.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.662,120,正常
1331,2024-04-12 00:38:00,2024-04-12 00:38:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.95,30,正常
1332,2024-04-12 00:40:00,2024-04-12 00:42:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.442,90,正常
1333,2024-04-12 00:50:00,2024-04-12 00:52:00,3.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.05,90,正常
1334,2024-04-12 00:54:00,2024-04-12 00:54:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.333,30,正常
1335,2024-04-12 00:58:00,2024-04-12 00:58:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.22,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.2，实际=55.0 vs 预测=16.4）
1336,2024-04-12 01:03:00,2024-04-12 01:03:00,1.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2515.741,30,Mahalanobis 距离=2515.7（阈值=18.5）。主要贡献特征：PC2 (70.7%); PC3 (29.2%)。
1337,2024-04-12 01:08:00,2024-04-12 01:08:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.463,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.5，实际=50.0 vs 预测=17.0）
1338,2024-04-12 01:11:00,2024-04-12 01:11:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.833,30,正常
1339,2024-04-12 01:13:00,2024-04-12 01:14:00,2.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.909,60,正常
1340,2024-04-12 01:19:00,2024-04-12 01:20:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.589,60,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=5.6，实际=62.0 vs 预测=0.0）
1341,2024-04-12 01:23:00,2024-04-12 01:26:00,4.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2184.81,120,Mahalanobis 距离=2184.8（阈值=18.5）。主要贡献特征：PC2 (61.5%); PC3 (38.2%)。
1342,2024-04-12 01:31:00,2024-04-12 01:36:00,6.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.144,180,正常
1343,2024-04-12 01:38:00,2024-04-12 01:38:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.689,30,正常
1344,2024-04-12 01:45:00,2024-04-12 01:48:00,4.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1323.609,120,Mahalanobis 距离=1323.6（阈值=18.5）。主要贡献特征：PC2 (61.9%); PC3 (37.9%)。
1345,2024-04-12 01:50:00,2024-04-12 01:55:00,6.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,19.076,180,Mahalanobis 距离=19.1（阈值=18.5）。主要贡献特征：PC2 (55.6%); PC3 (41.4%); PC1 (2.5%)。
1346,2024-04-12 01:58:00,2024-04-12 02:05:00,8.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.344,240,正常
1347,2024-04-12 02:07:00,2024-04-12 02:07:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.055,30,正常
1348,2024-04-12 02:10:00,2024-04-12 02:10:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.323,30,单变量异常：采煤机_油泵_左电机_电流（z-score=7.3，实际=66.0，均值=18.3±6.5）
1349,2024-04-12 02:12:00,2024-04-12 02:14:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.326,90,单变量异常：采煤机_油泵_左电机_电流（z-score=5.3，实际=53.0，均值=18.3±6.5）
1350,2024-04-12 02:22:00,2024-04-12 02:24:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4276.24,90,Mahalanobis 距离=4276.2（阈值=18.5）。主要贡献特征：PC2 (76.6%); PC3 (22.6%)。
1351,2024-04-12 02:26:00,2024-04-12 02:26:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.128,30,正常
1352,2024-04-12 02:34:00,2024-04-12 02:34:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.108,30,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=3.1，实际=178.0 vs 预测=69.6）
1353,2024-04-12 02:37:00,2024-04-12 02:37:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.064,30,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.1，实际=209.0 vs 预测=86.8）
1354,2024-04-12 02:43:00,2024-04-12 02:44:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.33,60,单变量异常：采煤机_油泵_左电机_电流（z-score=3.3，实际=40.0，均值=18.3±6.5）
1355,2024-04-12 02:46:00,2024-04-12 02:47:00,2.0,割煤低位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.068,60,正常
1356,2024-04-12 02:54:00,2024-04-12 02:54:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.919,30,正常
1357,2024-04-12 03:11:00,2024-04-12 03:11:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.353,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.4，实际=43.0 vs 预测=5.8）
1358,2024-04-12 03:18:00,2024-04-12 03:19:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.77,60,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=4.8，实际=234.0 vs 预测=67.6）
1359,2024-04-12 03:21:00,2024-04-12 03:21:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.287,30,正常
1360,2024-04-12 03:23:00,2024-04-12 03:23:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.072,30,正常
1361,2024-04-12 03:25:00,2024-04-12 03:28:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6279.85,120,Mahalanobis 距离=6279.8（阈值=18.5）。主要贡献特征：PC2 (81.4%); PC3 (18.4%)。
1362,2024-04-12 03:31:00,2024-04-12 03:31:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.367,30,正常
1363,2024-04-12 03:33:00,2024-04-12 03:34:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.607,60,正常
1364,2024-04-12 03:36:00,2024-04-12 03:43:00,8.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5155.192,240,Mahalanobis 距离=5155.2（阈值=18.5）。主要贡献特征：PC2 (72.7%); PC3 (26.6%)。
1365,2024-04-12 03:46:00,2024-04-12 03:49:00,4.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.532,120,正常
1366,2024-04-12 03:55:00,2024-04-12 03:55:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.977,30,正常
1367,2024-04-12 03:58:00,2024-04-12 04:00:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5282.861,90,Mahalanobis 距离=5282.9（阈值=18.5）。主要贡献特征：PC2 (78.4%); PC3 (21.6%)。
1368,2024-04-12 04:02:00,2024-04-12 04:02:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.716,30,正常
1369,2024-04-12 04:19:00,2024-04-12 04:19:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.844,30,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=6.8，实际=365.0 vs 预测=83.4）
1370,2024-04-12 04:23:00,2024-04-12 04:23:00,1.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9709.802,30,Mahalanobis 距离=9709.8（阈值=18.5）。主要贡献特征：PC2 (89.4%); PC3 (10.3%)。
1371,2024-04-12 04:25:00,2024-04-12 04:27:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.757,90,正常
1372,2024-04-12 04:29:00,2024-04-12 04:42:00,14.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3899.119,420,Mahalanobis 距离=3899.1（阈值=18.5）。主要贡献特征：PC2 (63.6%); PC3 (35.2%); PC4 (1.2%)。
1373,2024-04-12 04:44:00,2024-04-12 04:50:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1119.482,210,Mahalanobis 距离=1119.5（阈值=18.5）。主要贡献特征：PC2 (61.5%); PC3 (38.4%)。
1374,2024-04-12 04:53:00,2024-04-12 04:54:00,2.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.045,60,正常
1375,2024-04-12 04:56:00,2024-04-12 04:56:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.621,30,正常
1376,2024-04-12 04:58:00,2024-04-12 05:01:00,4.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.49,120,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.5，实际=50.0 vs 预测=16.8）
1377,2024-04-12 05:03:00,2024-04-12 05:04:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.892,60,正常
1378,2024-04-12 05:08:00,2024-04-12 05:13:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2001.904,180,Mahalanobis 距离=2001.9（阈值=18.5）。主要贡献特征：PC2 (69.6%); PC3 (29.4%)。
1379,2024-04-12 05:21:00,2024-04-12 05:26:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1313.978,180,Mahalanobis 距离=1314.0（阈值=18.5）。主要贡献特征：PC2 (70.5%); PC3 (27.9%); PC4 (1.6%)。
1380,2024-04-12 05:28:00,2024-04-12 05:29:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.525,60,正常
1381,2024-04-12 05:33:00,2024-04-12 05:33:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.173,30,正常
1382,2024-04-12 05:41:00,2024-04-12 05:41:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.8,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.8，实际=65.0 vs 预测=18.2）
1383,2024-04-12 05:49:00,2024-04-12 05:50:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3825.494,60,Mahalanobis 距离=3825.5（阈值=18.5）。主要贡献特征：PC2 (78.0%); PC3 (21.4%)。
1384,2024-04-12 05:56:00,2024-04-12 05:58:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2140.462,90,Mahalanobis 距离=2140.5（阈值=18.5）。主要贡献特征：PC2 (70.1%); PC3 (29.6%)。
1385,2024-04-12 06:01:00,2024-04-12 06:02:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.966,60,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.0，实际=51.0 vs 预测=7.0）
1386,2024-04-12 06:06:00,2024-04-12 06:07:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1943.104,60,Mahalanobis 距离=1943.1（阈值=18.5）。主要贡献特征：PC2 (69.2%); PC3 (30.2%)。
1387,2024-04-12 06:11:00,2024-04-12 06:11:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.007,30,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.0，实际=191.0 vs 预测=64.6）
1388,2024-04-12 06:14:00,2024-04-12 06:14:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.835,30,正常
1389,2024-04-12 06:17:00,2024-04-12 06:17:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.937,30,正常
1390,2024-04-12 06:19:00,2024-04-12 06:23:00,5.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.12,150,正常
1391,2024-04-12 06:25:00,2024-04-12 06:31:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7558.24,210,Mahalanobis 距离=7558.2（阈值=18.5）。主要贡献特征：PC2 (90.1%); PC3 (9.6%)。
1392,2024-04-12 06:33:00,2024-04-12 06:33:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.102,30,正常
1393,2024-04-12 06:40:00,2024-04-12 06:40:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.489,30,正常
1394,2024-04-12 06:53:00,2024-04-12 06:54:00,2.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2931.011,60,Mahalanobis 距离=2931.0（阈值=18.5）。主要贡献特征：PC2 (69.4%); PC3 (30.5%)。
1395,2024-04-12 07:08:00,2024-04-12 07:09:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2506.377,60,Mahalanobis 距离=2506.4（阈值=18.5）。主要贡献特征：PC2 (67.2%); PC3 (32.7%)。
1396,2024-04-12 07:20:00,2024-04-12 07:25:00,6.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1897.137,180,Mahalanobis 距离=1897.1（阈值=18.5）。主要贡献特征：PC2 (65.6%); PC3 (34.1%)。
1397,2024-04-12 07:31:00,2024-04-12 07:32:00,2.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3030.694,60,Mahalanobis 距离=3030.7（阈值=18.5）。主要贡献特征：PC2 (94.4%); PC4 (4.0%); PC3 (1.6%)。
1398,2024-04-12 07:34:00,2024-04-12 07:34:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.741,30,正常
1399,2024-04-12 07:38:00,2024-04-12 07:38:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.934,30,正常
1400,2024-04-12 07:49:00,2024-04-12 07:49:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.243,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.2，实际=56.0 vs 预测=17.2）
1401,2024-04-12 07:51:00,2024-04-12 07:51:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.057,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.1，实际=48.0 vs 预测=18.0）
1402,2024-04-12 08:02:00,2024-04-12 08:05:00,4.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2559.799,120,Mahalanobis 距离=2559.8（阈值=18.5）。主要贡献特征：PC2 (76.6%); PC3 (23.2%)。
1403,2024-04-12 08:13:00,2024-04-12 08:13:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.262,30,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=3.3，实际=191.0 vs 预测=77.2）
1404,2024-04-12 08:23:00,2024-04-12 08:23:00,1.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2649.535,30,Mahalanobis 距离=2649.5（阈值=18.5）。主要贡献特征：PC2 (71.6%); PC3 (27.8%)。
1405,2024-04-12 08:31:00,2024-04-12 08:32:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.56,60,正常
1406,2024-04-12 08:34:00,2024-04-12 08:40:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3573.054,210,Mahalanobis 距离=3573.1（阈值=18.5）。主要贡献特征：PC2 (76.5%); PC3 (22.7%)。
1407,2024-04-12 08:45:00,2024-04-12 08:50:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3371.674,180,Mahalanobis 距离=3371.7（阈值=18.5）。主要贡献特征：PC2 (67.2%); PC3 (32.2%)。
1408,2024-04-12 09:00:00,2024-04-12 09:15:00,16.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2433.359,480,Mahalanobis 距离=2433.4（阈值=18.5）。主要贡献特征：PC2 (75.8%); PC3 (23.9%)。
1409,2024-04-12 09:57:00,2024-04-12 09:59:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.893,90,正常
1410,2024-04-12 16:54:00,2024-04-12 17:01:00,8.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2460.426,240,Mahalanobis 距离=2460.4（阈值=18.5）。主要贡献特征：PC2 (90.2%); PC4 (9.5%)。
