事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,归因摘要
1491,2024-04-18 17:43:00,2024-04-18 17:43:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.714,34,正常
1492,2024-04-18 17:46:00,2024-04-18 17:46:00,1.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3419.941,34,Mahalanobis 距离=3419.9（阈值=18.5）。主要贡献特征：PC2 (76.7%); PC3 (23.2%)。
1493,2024-04-18 17:49:00,2024-04-18 17:49:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1480.311,34,Mahalanobis 距离=1480.3（阈值=18.5）。主要贡献特征：PC2 (72.1%); PC3 (27.5%)。
1494,2024-04-18 17:55:00,2024-04-18 17:55:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.066,34,正常
1495,2024-04-18 18:01:00,2024-04-18 18:01:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.704,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.7，实际=51.0 vs 预测=16.6）
1496,2024-04-18 18:08:00,2024-04-18 18:08:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.029,34,正常
1497,2024-04-18 18:22:00,2024-04-18 18:22:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.806,34,正常
1498,2024-04-18 18:44:00,2024-04-18 18:47:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1477.221,136,Mahalanobis 距离=1477.2（阈值=18.5）。主要贡献特征：PC3 (52.9%); PC2 (44.2%); PC4 (3.0%)。
1499,2024-04-18 19:00:00,2024-04-18 19:09:00,10.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1673.105,340,Mahalanobis 距离=1673.1（阈值=18.5）。主要贡献特征：PC2 (77.0%); PC3 (20.9%); PC4 (2.1%)。
1500,2024-04-18 19:11:00,2024-04-18 19:11:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.766,34,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=3.8，实际=74.0 vs 预测=66.4）
1501,2024-04-18 19:13:00,2024-04-18 19:13:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.51,34,正常
1502,2024-04-18 19:24:00,2024-04-18 19:24:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.436,34,正常
1503,2024-04-18 19:32:00,2024-04-18 19:32:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.179,34,正常
1504,2024-04-18 19:40:00,2024-04-18 19:42:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2948.547,102,Mahalanobis 距离=2948.5（阈值=18.5）。主要贡献特征：PC2 (75.2%); PC3 (24.2%)。
1505,2024-04-18 19:44:00,2024-04-18 19:48:00,5.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,19.422,170,Mahalanobis 距离=19.4（阈值=18.5）。主要贡献特征：PC2 (66.5%); PC3 (29.8%); PC1 (3.7%)。
1506,2024-04-18 19:54:00,2024-04-18 19:57:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3139.552,136,Mahalanobis 距离=3139.6（阈值=18.5）。主要贡献特征：PC2 (77.8%); PC3 (21.2%)。
1507,2024-04-18 19:59:00,2024-04-18 19:59:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.919,34,正常
1508,2024-04-18 20:25:00,2024-04-18 20:25:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.497,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.5，实际=57.0 vs 预测=16.8）
1509,2024-04-18 20:33:00,2024-04-18 20:33:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.563,34,正常
1510,2024-04-18 20:36:00,2024-04-18 20:36:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.215,34,正常
1511,2024-04-18 20:38:00,2024-04-18 20:38:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2090.669,34,Mahalanobis 距离=2090.7（阈值=18.5）。主要贡献特征：PC2 (69.2%); PC3 (29.9%)。
1512,2024-04-18 20:53:00,2024-04-18 20:53:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.029,34,正常
1513,2024-04-18 21:12:00,2024-04-18 21:12:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.45,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.4，实际=46.0 vs 预测=17.2）
1514,2024-04-18 21:27:00,2024-04-18 21:27:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.294,34,正常
1515,2024-04-18 21:32:00,2024-04-18 21:37:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,27773.384,204,Mahalanobis 距离=27773.4（阈值=18.5）。主要贡献特征：PC2 (99.6%)。
1516,2024-04-18 21:47:00,2024-04-18 21:47:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.798,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.8，实际=61.0 vs 预测=17.0）
1517,2024-04-18 22:02:00,2024-04-18 22:02:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.332,34,正常
1518,2024-04-18 22:10:00,2024-04-18 22:10:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.049,34,正常
1519,2024-04-18 22:20:00,2024-04-18 22:24:00,5.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.245,170,正常
1520,2024-04-18 22:30:00,2024-04-18 22:31:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5165.959,68,Mahalanobis 距离=5166.0（阈值=18.5）。主要贡献特征：PC2 (82.6%); PC3 (16.3%); PC4 (1.1%)。
1521,2024-04-18 22:36:00,2024-04-18 22:38:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.244,102,正常
1522,2024-04-18 22:43:00,2024-04-18 22:43:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.975,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.0，实际=49.0 vs 预测=16.8）
1523,2024-04-18 22:46:00,2024-04-18 22:46:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.211,34,正常
1524,2024-04-18 22:50:00,2024-04-18 22:50:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2368.657,34,Mahalanobis 距离=2368.7（阈值=18.5）。主要贡献特征：PC2 (68.6%); PC3 (30.3%); PC4 (1.1%)。
1525,2024-04-18 22:53:00,2024-04-18 22:53:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2622.983,34,Mahalanobis 距离=2623.0（阈值=18.5）。主要贡献特征：PC2 (71.9%); PC3 (27.6%)。
1526,2024-04-18 23:04:00,2024-04-18 23:06:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.479,102,正常
1527,2024-04-18 23:09:00,2024-04-18 23:09:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.454,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=6.5，实际=63.0 vs 预测=15.8）
1528,2024-04-18 23:16:00,2024-04-18 23:17:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2344.678,68,Mahalanobis 距离=2344.7（阈值=18.5）。主要贡献特征：PC2 (62.6%); PC3 (37.1%)。
1529,2024-04-18 23:22:00,2024-04-18 23:25:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1577.187,136,Mahalanobis 距离=1577.2（阈值=18.5）。主要贡献特征：PC2 (64.7%); PC3 (34.9%)。
1530,2024-04-18 23:43:00,2024-04-18 23:47:00,5.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.614,170,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=4.6，实际=66.0 vs 预测=53.6）
1531,2024-04-19 00:24:00,2024-04-19 00:24:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.517,34,正常
1532,2024-04-19 00:27:00,2024-04-19 00:27:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.211,34,正常
1533,2024-04-19 00:31:00,2024-04-19 00:31:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.37,34,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=3.4，实际=75.0 vs 预测=68.2）
1534,2024-04-19 00:51:00,2024-04-19 00:51:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1880.461,34,Mahalanobis 距离=1880.5（阈值=18.5）。主要贡献特征：PC2 (69.1%); PC3 (30.7%)。
1535,2024-04-19 00:56:00,2024-04-19 00:57:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2669.175,68,Mahalanobis 距离=2669.2（阈值=18.5）。主要贡献特征：PC2 (79.7%); PC3 (19.7%)。
1536,2024-04-19 01:01:00,2024-04-19 01:02:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3047.458,68,Mahalanobis 距离=3047.5（阈值=18.5）。主要贡献特征：PC2 (88.8%); PC3 (10.3%)。
1537,2024-04-19 01:19:00,2024-04-19 01:22:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2879.369,136,Mahalanobis 距离=2879.4（阈值=18.5）。主要贡献特征：PC2 (76.4%); PC3 (22.7%)。
1538,2024-04-19 01:24:00,2024-04-19 01:25:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.444,68,正常
1539,2024-04-19 01:38:00,2024-04-19 01:38:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.922,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.9，实际=52.0 vs 预测=16.0）
1540,2024-04-19 01:40:00,2024-04-19 01:40:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3033.575,34,Mahalanobis 距离=3033.6（阈值=18.5）。主要贡献特征：PC2 (75.2%); PC3 (24.0%)。
1541,2024-04-19 01:59:00,2024-04-19 01:59:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.175,34,正常
1542,2024-04-19 02:20:00,2024-04-19 02:20:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.585,34,正常
1543,2024-04-19 02:53:00,2024-04-19 02:55:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3802.68,102,Mahalanobis 距离=3802.7（阈值=18.5）。主要贡献特征：PC2 (74.0%); PC3 (25.8%)。
1544,2024-04-19 03:03:00,2024-04-19 03:03:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.207,34,正常
1545,2024-04-19 03:30:00,2024-04-19 03:30:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.025,34,正常
1546,2024-04-19 03:54:00,2024-04-19 03:54:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.978,34,正常
1547,2024-04-19 04:15:00,2024-04-19 04:15:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.855,34,正常
1548,2024-04-19 04:27:00,2024-04-19 04:31:00,5.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.056,170,正常
1549,2024-04-19 04:46:00,2024-04-19 04:49:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3252.414,136,Mahalanobis 距离=3252.4（阈值=18.5）。主要贡献特征：PC2 (68.4%); PC3 (30.8%)。
1550,2024-04-19 04:51:00,2024-04-19 04:54:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3173.799,136,Mahalanobis 距离=3173.8（阈值=18.5）。主要贡献特征：PC2 (61.6%); PC3 (38.1%)。
1551,2024-04-19 05:15:00,2024-04-19 05:16:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.253,68,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.3，实际=51.0 vs 预测=17.0）
1552,2024-04-19 05:22:00,2024-04-19 05:22:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.733,34,正常
1553,2024-04-19 05:29:00,2024-04-19 05:29:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.547,34,正常
1554,2024-04-19 05:36:00,2024-04-19 05:36:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.863,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.9，实际=42.0 vs 预测=17.0）
1555,2024-04-19 05:39:00,2024-04-19 05:41:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2153.919,102,Mahalanobis 距离=2153.9（阈值=18.5）。主要贡献特征：PC2 (68.7%); PC3 (30.5%)。
1556,2024-04-19 05:49:00,2024-04-19 05:59:00,11.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1424.791,374,Mahalanobis 距离=1424.8（阈值=18.5）。主要贡献特征：PC2 (65.5%); PC3 (32.0%); PC4 (2.4%)。
1557,2024-04-19 06:22:00,2024-04-19 06:24:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.114,102,正常
1558,2024-04-19 06:28:00,2024-04-19 06:30:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.19,102,正常
1559,2024-04-19 06:33:00,2024-04-19 06:34:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4855.895,68,Mahalanobis 距离=4855.9（阈值=18.5）。主要贡献特征：PC2 (85.0%); PC3 (14.0%); PC4 (1.0%)。
1560,2024-04-19 06:37:00,2024-04-19 06:37:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.694,34,残差异常：采煤机_牵引部位_右电机_电流 偏高（残差 Z-score=3.7，实际=230.0 vs 预测=59.2）
1561,2024-04-19 06:46:00,2024-04-19 06:46:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.628,34,正常
1562,2024-04-19 06:59:00,2024-04-19 07:01:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.174,102,正常
1563,2024-04-19 07:17:00,2024-04-19 07:20:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.642,136,正常
1564,2024-04-19 07:22:00,2024-04-19 07:22:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.032,34,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.0，实际=45.0 vs 预测=0.0）
1565,2024-04-19 07:35:00,2024-04-19 07:36:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1987.343,68,Mahalanobis 距离=1987.3（阈值=18.5）。主要贡献特征：PC2 (60.1%); PC3 (39.9%)。
1566,2024-04-19 07:38:00,2024-04-19 07:45:00,8.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.759,272,残差异常：采煤机_油泵_左油箱_油压 偏高（残差 Z-score=3.8，实际=14.8 vs 预测=2.3）
1567,2024-04-19 07:51:00,2024-04-19 07:52:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.474,68,正常
1568,2024-04-19 07:59:00,2024-04-19 07:59:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.337,34,正常
1569,2024-04-19 08:03:00,2024-04-19 08:03:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.552,34,正常
1570,2024-04-19 08:09:00,2024-04-19 08:09:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.497,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.5，实际=57.0 vs 预测=16.8）
1571,2024-04-19 08:24:00,2024-04-19 08:26:00,3.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3240.714,102,Mahalanobis 距离=3240.7（阈值=18.5）。主要贡献特征：PC2 (75.1%); PC3 (23.1%); PC4 (1.7%)。
1572,2024-04-19 08:30:00,2024-04-19 08:33:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.523,136,正常
1573,2024-04-19 08:38:00,2024-04-19 08:55:00,18.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2062.648,612,Mahalanobis 距离=2062.6（阈值=18.5）。主要贡献特征：PC3 (59.0%); PC2 (23.4%); PC4 (17.6%)。
1574,2024-04-19 09:41:00,2024-04-19 10:15:00,35.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2153.67,1190,Mahalanobis 距离=2153.7（阈值=18.5）。主要贡献特征：PC3 (58.9%); PC2 (22.7%); PC4 (18.4%)。
1575,2024-04-19 10:38:00,2024-04-19 10:44:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1214.265,238,Mahalanobis 距离=1214.3（阈值=18.5）。主要贡献特征：PC3 (58.7%); PC2 (23.0%); PC4 (18.2%)。
1576,2024-04-19 10:47:00,2024-04-19 10:47:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.457,34,正常
1577,2024-04-19 10:50:00,2024-04-19 11:09:00,20.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,641.742,680,Mahalanobis 距离=641.7（阈值=18.5）。主要贡献特征：PC3 (58.8%); PC2 (24.7%); PC4 (16.5%)。
1578,2024-04-19 11:12:00,2024-04-19 11:22:00,11.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,18.701,374,Mahalanobis 距离=18.7（阈值=18.5）。主要贡献特征：PC3 (50.4%); PC2 (46.8%); PC4 (2.8%)。
1579,2024-04-19 11:25:00,2024-04-19 11:53:00,29.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,18.568,986,Mahalanobis 距离=18.6（阈值=18.5）。主要贡献特征：PC3 (50.3%); PC2 (46.8%); PC4 (2.8%)。
1580,2024-04-19 11:56:00,2024-04-19 12:40:00,45.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,19.623,1530,Mahalanobis 距离=19.6（阈值=18.5）。主要贡献特征：PC3 (51.0%); PC2 (45.9%); PC4 (3.1%)。
1581,2024-04-19 12:47:00,2024-04-19 12:58:00,12.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,544.91,408,Mahalanobis 距离=544.9（阈值=18.5）。主要贡献特征：PC3 (58.9%); PC2 (25.2%); PC4 (15.9%)。
1582,2024-04-19 13:01:00,2024-04-19 13:16:00,16.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,569.16,544,Mahalanobis 距离=569.2（阈值=18.5）。主要贡献特征：PC3 (58.9%); PC2 (24.1%); PC4 (17.0%)。
1583,2024-04-19 13:18:00,2024-04-19 16:10:00,173.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,12720.642,5882,Mahalanobis 距离=12720.6（阈值=18.5）。主要贡献特征：PC2 (42.4%); PC4 (28.8%); PC3 (28.8%)。
1584,2024-04-19 16:12:00,2024-04-19 16:21:00,10.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,16.555,340,正常
1585,2024-04-19 17:09:00,2024-04-19 17:27:00,19.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.976,646,正常
1586,2024-04-19 17:43:00,2024-04-19 17:43:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.2,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=7.2，实际=64.0 vs 预测=17.4）
1587,2024-04-19 17:49:00,2024-04-19 17:49:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.474,34,正常
1588,2024-04-19 17:52:00,2024-04-19 17:52:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.017,34,正常
1589,2024-04-19 17:58:00,2024-04-19 18:01:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.539,136,单变量异常：采煤机_油泵_左油箱_油压（z-score=6.5，实际=23.5，均值=3.3±3.1）
1590,2024-04-19 18:20:00,2024-04-19 18:20:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.016,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=6.0，实际=61.0 vs 预测=17.0）
1591,2024-04-19 18:22:00,2024-04-19 18:22:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.995,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.0，实际=56.0 vs 预测=17.2）
1592,2024-04-19 18:30:00,2024-04-19 18:32:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.593,102,正常
1593,2024-04-19 18:36:00,2024-04-19 18:36:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.547,34,正常
1594,2024-04-19 18:56:00,2024-04-19 18:59:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5827.035,136,Mahalanobis 距离=5827.0（阈值=18.5）。主要贡献特征：PC2 (89.0%); PC3 (10.8%)。
1595,2024-04-19 19:14:00,2024-04-19 19:14:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.479,34,正常
1596,2024-04-19 19:16:00,2024-04-19 19:24:00,9.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3404.209,306,Mahalanobis 距离=3404.2（阈值=18.5）。主要贡献特征：PC2 (83.6%); PC3 (16.3%)。
1597,2024-04-19 19:36:00,2024-04-19 19:39:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3000.087,136,Mahalanobis 距离=3000.1（阈值=18.5）。主要贡献特征：PC2 (80.8%); PC3 (19.1%)。
1598,2024-04-19 19:43:00,2024-04-19 19:46:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3331.945,136,Mahalanobis 距离=3331.9（阈值=18.5）。主要贡献特征：PC2 (86.9%); PC4 (12.1%); PC3 (1.0%)。
1599,2024-04-19 20:14:00,2024-04-19 20:18:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2277.81,170,Mahalanobis 距离=2277.8（阈值=18.5）。主要贡献特征：PC2 (86.6%); PC4 (12.7%)。
1600,2024-04-19 20:31:00,2024-04-19 20:34:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.545,136,正常
1601,2024-04-19 20:36:00,2024-04-19 20:36:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.116,34,残差异常：采煤机_油泵_右电机_温度 偏高（残差 Z-score=3.1，实际=47.0 vs 预测=43.0）
1602,2024-04-19 20:56:00,2024-04-19 20:57:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2873.371,68,Mahalanobis 距离=2873.4（阈值=18.5）。主要贡献特征：PC2 (73.7%); PC3 (26.1%)。
1603,2024-04-19 21:02:00,2024-04-19 21:02:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.433,34,正常
1604,2024-04-19 21:18:00,2024-04-19 21:20:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.472,102,正常
1605,2024-04-19 21:27:00,2024-04-19 21:28:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.253,68,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.3，实际=51.0 vs 预测=17.0）
1606,2024-04-19 21:30:00,2024-04-19 21:30:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.568,34,正常
1607,2024-04-19 21:50:00,2024-04-19 21:53:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.223,136,正常
1608,2024-04-19 22:01:00,2024-04-19 22:01:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4874.77,34,Mahalanobis 距离=4874.8（阈值=18.5）。主要贡献特征：PC2 (75.4%); PC3 (24.6%)。
1609,2024-04-19 22:04:00,2024-04-19 22:10:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4177.273,238,Mahalanobis 距离=4177.3（阈值=18.5）。主要贡献特征：PC2 (88.0%); PC4 (10.4%); PC3 (1.6%)。
1610,2024-04-19 22:13:00,2024-04-19 22:13:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.659,34,正常
1611,2024-04-19 22:27:00,2024-04-19 22:27:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.748,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.7，实际=54.0 vs 预测=16.8）
1612,2024-04-19 22:34:00,2024-04-19 22:34:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.883,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=3.9，实际=45.0 vs 预测=16.6）
1613,2024-04-19 22:41:00,2024-04-19 22:41:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.562,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.6，实际=54.0 vs 预测=18.0）
1614,2024-04-19 22:45:00,2024-04-19 22:48:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2711.163,136,Mahalanobis 距离=2711.2（阈值=18.5）。主要贡献特征：PC2 (74.9%); PC3 (25.1%)。
1615,2024-04-19 22:50:00,2024-04-19 22:51:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.587,68,正常
1616,2024-04-19 22:59:00,2024-04-19 22:59:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.244,34,正常
1617,2024-04-19 23:05:00,2024-04-19 23:05:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.499,34,正常
1618,2024-04-19 23:24:00,2024-04-19 23:24:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.993,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.0，实际=46.0 vs 预测=16.8）
1619,2024-04-19 23:41:00,2024-04-19 23:44:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2793.124,136,Mahalanobis 距离=2793.1（阈值=18.5）。主要贡献特征：PC2 (72.9%); PC3 (26.0%); PC4 (1.1%)。
1620,2024-04-19 23:46:00,2024-04-19 23:46:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,13.742,34,正常
