事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,归因摘要
402,2024-04-03 21:55:00,2024-04-03 21:56:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4773.73,76,Mahalanobis 距离=4773.7（阈值=18.5）。主要贡献特征：PC1 (88.3%); PC3 (11.7%)。
403,2024-04-03 22:00:00,2024-04-03 22:00:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.672,38,正常
404,2024-04-03 22:05:00,2024-04-03 22:05:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.683,38,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.7，实际=226.0 vs 预测=77.6）
405,2024-04-03 22:11:00,2024-04-03 22:11:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.177,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.2，实际=58.0 vs 预测=17.0）
406,2024-04-03 22:16:00,2024-04-03 22:16:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.85,38,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=4.8，实际=291.0 vs 预测=95.6）
407,2024-04-03 22:18:00,2024-04-03 22:18:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,978.889,38,Mahalanobis 距离=978.9（阈值=18.5）。主要贡献特征：PC1 (57.3%); PC3 (40.1%); PC4 (2.6%)。
408,2024-04-03 22:23:00,2024-04-03 22:23:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4451.204,38,Mahalanobis 距离=4451.2（阈值=18.5）。主要贡献特征：PC1 (78.3%); PC3 (20.8%)。
409,2024-04-03 22:29:00,2024-04-03 22:33:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3631.702,190,Mahalanobis 距离=3631.7（阈值=18.5）。主要贡献特征：PC1 (65.3%); PC3 (34.6%)。
410,2024-04-03 22:37:00,2024-04-03 22:37:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.742,38,正常
411,2024-04-03 22:40:00,2024-04-03 22:40:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.821,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.8，实际=49.0 vs 预测=17.0）
412,2024-04-03 22:44:00,2024-04-03 22:45:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3854.837,76,Mahalanobis 距离=3854.8（阈值=18.5）。主要贡献特征：PC1 (82.4%); PC3 (16.1%); PC4 (1.6%)。
413,2024-04-03 22:47:00,2024-04-03 22:52:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1063.249,228,Mahalanobis 距离=1063.2（阈值=18.5）。主要贡献特征：PC1 (76.8%); PC3 (23.1%)。
414,2024-04-03 22:55:00,2024-04-03 22:55:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.03,38,残差异常：采煤机_牵引部位_左电机_电压 偏高（残差 Z-score=3.0，实际=940.0 vs 预测=856.0）
415,2024-04-03 23:01:00,2024-04-03 23:02:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1251.128,76,Mahalanobis 距离=1251.1（阈值=18.5）。主要贡献特征：PC1 (86.5%); PC3 (12.5%); PC4 (1.0%)。
416,2024-04-03 23:04:00,2024-04-03 23:04:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3971.218,38,Mahalanobis 距离=3971.2（阈值=18.5）。主要贡献特征：PC1 (87.1%); PC4 (8.3%); PC3 (4.7%)。
417,2024-04-03 23:09:00,2024-04-03 23:09:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.174,38,残差异常：采煤机_牵引部位_左电机_电压 偏高（残差 Z-score=3.2，实际=960.0 vs 预测=872.0）
418,2024-04-03 23:19:00,2024-04-03 23:19:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.249,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.2，实际=46.0 vs 预测=17.8）
419,2024-04-03 23:24:00,2024-04-03 23:24:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.439,38,正常
420,2024-04-03 23:27:00,2024-04-03 23:32:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,31293.949,228,Mahalanobis 距离=31293.9（阈值=18.5）。主要贡献特征：PC3 (94.0%); PC1 (5.7%)。
421,2024-04-03 23:49:00,2024-04-03 23:50:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2163.229,76,Mahalanobis 距离=2163.2（阈值=18.5）。主要贡献特征：PC1 (96.7%); PC3 (3.0%)。
422,2024-04-03 23:52:00,2024-04-03 23:53:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1536.193,76,Mahalanobis 距离=1536.2（阈值=18.5）。主要贡献特征：PC1 (91.2%); PC3 (8.2%)。
423,2024-04-03 23:55:00,2024-04-03 23:59:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1944.889,190,Mahalanobis 距离=1944.9（阈值=18.5）。主要贡献特征：PC1 (93.7%); PC3 (5.8%)。
424,2024-04-04 00:01:00,2024-04-04 00:05:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3137.328,190,Mahalanobis 距离=3137.3（阈值=18.5）。主要贡献特征：PC1 (93.6%); PC3 (5.5%)。
425,2024-04-04 00:12:00,2024-04-04 00:16:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6658.455,190,Mahalanobis 距离=6658.5（阈值=18.5）。主要贡献特征：PC1 (99.2%)。
426,2024-04-04 00:18:00,2024-04-04 00:23:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4593.541,228,Mahalanobis 距离=4593.5（阈值=18.5）。主要贡献特征：PC1 (77.6%); PC3 (21.6%)。
427,2024-04-04 00:25:00,2024-04-04 00:26:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3632.089,76,Mahalanobis 距离=3632.1（阈值=18.5）。主要贡献特征：PC1 (90.6%); PC3 (4.7%); PC4 (4.7%)。
428,2024-04-04 00:30:00,2024-04-04 00:30:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.55,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.6，实际=47.0 vs 预测=16.8）
429,2024-04-04 00:32:00,2024-04-04 00:34:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1234.918,114,Mahalanobis 距离=1234.9（阈值=18.5）。主要贡献特征：PC1 (64.7%); PC3 (31.6%); PC4 (3.6%)。
430,2024-04-04 00:38:00,2024-04-04 00:38:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.847,38,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.8，实际=256.0 vs 预测=101.0）
431,2024-04-04 00:40:00,2024-04-04 00:43:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1081.548,152,Mahalanobis 距离=1081.5（阈值=18.5）。主要贡献特征：PC1 (59.3%); PC3 (37.6%); PC4 (3.1%)。
432,2024-04-04 01:07:00,2024-04-04 01:10:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3792.685,152,Mahalanobis 距离=3792.7（阈值=18.5）。主要贡献特征：PC1 (74.1%); PC3 (25.5%)。
433,2024-04-04 01:12:00,2024-04-04 01:12:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1483.792,38,Mahalanobis 距离=1483.8（阈值=18.5）。主要贡献特征：PC1 (81.8%); PC3 (18.1%)。
434,2024-04-04 01:30:00,2024-04-04 01:30:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,966.438,38,Mahalanobis 距离=966.4（阈值=18.5）。主要贡献特征：PC1 (82.2%); PC3 (16.9%)。
435,2024-04-04 01:35:00,2024-04-04 01:35:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4310.162,38,Mahalanobis 距离=4310.2（阈值=18.5）。主要贡献特征：PC1 (89.3%); PC4 (9.5%); PC3 (1.2%)。
436,2024-04-04 01:38:00,2024-04-04 01:41:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4329.787,152,Mahalanobis 距离=4329.8（阈值=18.5）。主要贡献特征：PC1 (88.0%); PC4 (11.2%)。
437,2024-04-04 01:43:00,2024-04-04 01:43:00,1.0,空载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.635,38,正常
438,2024-04-04 01:45:00,2024-04-04 01:46:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4411.852,76,Mahalanobis 距离=4411.9（阈值=18.5）。主要贡献特征：PC1 (87.0%); PC4 (12.9%)。
439,2024-04-04 01:49:00,2024-04-04 01:49:00,1.0,空载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.869,38,正常
440,2024-04-04 01:58:00,2024-04-04 01:58:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.846,38,正常
441,2024-04-04 02:01:00,2024-04-04 03:42:00,102.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4903.46,3876,Mahalanobis 距离=4903.5（阈值=18.5）。主要贡献特征：PC1 (82.1%); PC4 (10.8%); PC3 (7.0%)。
442,2024-04-04 03:50:00,2024-04-04 03:52:00,3.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.88,114,单变量异常：采煤机_截割部位_右滚筒_电机_电流（z-score=3.9，实际=242.0，均值=91.5±38.8）
443,2024-04-04 03:54:00,2024-04-04 03:54:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.846,38,正常
444,2024-04-04 03:57:00,2024-04-04 04:04:00,8.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3467.68,304,Mahalanobis 距离=3467.7（阈值=18.5）。主要贡献特征：PC1 (83.8%); PC3 (16.0%)。
445,2024-04-04 04:10:00,2024-04-04 04:16:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5630.089,266,Mahalanobis 距离=5630.1（阈值=18.5）。主要贡献特征：PC1 (97.8%); PC3 (2.2%)。
446,2024-04-04 04:29:00,2024-04-04 04:33:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,380.11,190,Mahalanobis 距离=380.1（阈值=18.5）。主要贡献特征：PC1 (54.3%); PC3 (43.4%); PC4 (2.3%)。
447,2024-04-04 04:35:00,2024-04-04 04:35:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.142,38,正常
448,2024-04-04 04:39:00,2024-04-04 04:39:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2909.361,38,Mahalanobis 距离=2909.4（阈值=18.5）。主要贡献特征：PC1 (96.4%); PC4 (3.3%)。
449,2024-04-04 04:43:00,2024-04-04 04:44:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7455.878,76,Mahalanobis 距离=7455.9（阈值=18.5）。主要贡献特征：PC1 (96.9%); PC4 (2.9%)。
450,2024-04-04 04:48:00,2024-04-04 04:48:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3411.124,38,Mahalanobis 距离=3411.1（阈值=18.5）。主要贡献特征：PC1 (56.6%); PC3 (41.0%); PC4 (2.4%)。
451,2024-04-04 04:50:00,2024-04-04 04:50:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.27,38,正常
452,2024-04-04 04:58:00,2024-04-04 04:58:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.439,38,正常
453,2024-04-04 05:03:00,2024-04-04 05:03:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.835,38,正常
454,2024-04-04 05:12:00,2024-04-04 05:12:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1582.579,38,Mahalanobis 距离=1582.6（阈值=18.5）。主要贡献特征：PC1 (88.5%); PC3 (11.5%)。
455,2024-04-04 05:19:00,2024-04-04 05:20:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1427.4,76,Mahalanobis 距离=1427.4（阈值=18.5）。主要贡献特征：PC1 (89.0%); PC3 (10.0%); PC4 (1.1%)。
456,2024-04-04 05:25:00,2024-04-04 05:25:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.207,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.2，实际=59.0 vs 预测=17.8）
457,2024-04-04 05:37:00,2024-04-04 05:37:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.484,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.5，实际=54.0 vs 预测=17.6）
458,2024-04-04 05:41:00,2024-04-04 05:41:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5653.598,38,Mahalanobis 距离=5653.6（阈值=18.5）。主要贡献特征：PC1 (83.3%); PC4 (11.6%); PC3 (5.1%)。
459,2024-04-04 05:56:00,2024-04-04 05:56:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1572.287,38,Mahalanobis 距离=1572.3（阈值=18.5）。主要贡献特征：PC1 (94.2%); PC3 (5.5%)。
460,2024-04-04 06:01:00,2024-04-04 06:01:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.983,38,正常
461,2024-04-04 06:06:00,2024-04-04 06:06:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.983,38,正常
462,2024-04-04 06:14:00,2024-04-04 06:14:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.288,38,正常
463,2024-04-04 06:18:00,2024-04-04 06:20:00,3.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.948,114,正常
464,2024-04-04 06:24:00,2024-04-04 06:24:00,1.0,空载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.957,38,正常
465,2024-04-04 06:29:00,2024-04-04 06:29:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.285,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.3，实际=39.0 vs 预测=17.2）
466,2024-04-04 06:31:00,2024-04-04 06:31:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.104,38,正常
467,2024-04-04 06:36:00,2024-04-04 06:36:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.922,38,正常
468,2024-04-04 06:55:00,2024-04-04 06:55:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.122,38,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.1，实际=35.0 vs 预测=0.0）
469,2024-04-04 06:58:00,2024-04-04 06:58:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3635.34,38,Mahalanobis 距离=3635.3（阈值=18.5）。主要贡献特征：PC1 (71.2%); PC3 (28.6%)。
470,2024-04-04 07:02:00,2024-04-04 07:03:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.922,76,正常
471,2024-04-04 07:05:00,2024-04-04 07:05:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3674.057,38,Mahalanobis 距离=3674.1（阈值=18.5）。主要贡献特征：PC1 (73.4%); PC3 (25.1%); PC4 (1.5%)。
472,2024-04-04 07:14:00,2024-04-04 07:14:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4274.539,38,Mahalanobis 距离=4274.5（阈值=18.5）。主要贡献特征：PC1 (90.7%); PC3 (5.2%); PC4 (4.2%)。
473,2024-04-04 07:21:00,2024-04-04 07:26:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2243.666,228,Mahalanobis 距离=2243.7（阈值=18.5）。主要贡献特征：PC1 (99.0%)。
474,2024-04-04 07:36:00,2024-04-04 07:37:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4254.498,76,Mahalanobis 距离=4254.5（阈值=18.5）。主要贡献特征：PC1 (86.9%); PC4 (12.6%)。
475,2024-04-04 07:39:00,2024-04-04 07:39:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.104,38,正常
476,2024-04-04 07:43:00,2024-04-04 07:43:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1700.579,38,Mahalanobis 距离=1700.6（阈值=18.5）。主要贡献特征：PC1 (95.3%); PC4 (2.9%); PC3 (1.8%)。
477,2024-04-04 07:55:00,2024-04-04 07:55:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.214,38,正常
478,2024-04-04 08:04:00,2024-04-04 08:07:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1461.949,152,Mahalanobis 距离=1461.9（阈值=18.5）。主要贡献特征：PC1 (91.6%); PC3 (8.1%)。
479,2024-04-04 08:09:00,2024-04-04 08:20:00,12.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,360.001,456,Mahalanobis 距离=360.0（阈值=18.5）。主要贡献特征：PC4 (66.9%); PC3 (21.2%); PC1 (11.0%)。
480,2024-04-04 08:23:00,2024-04-04 08:29:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2006.322,266,Mahalanobis 距离=2006.3（阈值=18.5）。主要贡献特征：PC1 (96.8%); PC3 (3.2%)。
481,2024-04-04 08:34:00,2024-04-04 08:36:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4809.729,114,Mahalanobis 距离=4809.7（阈值=18.5）。主要贡献特征：PC1 (94.4%); PC3 (4.7%)。
482,2024-04-04 08:44:00,2024-04-04 08:50:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3066.329,266,Mahalanobis 距离=3066.3（阈值=18.5）。主要贡献特征：PC1 (64.2%); PC3 (35.2%)。
483,2024-04-04 08:52:00,2024-04-04 08:54:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,269.902,114,Mahalanobis 距离=269.9（阈值=18.5）。主要贡献特征：PC3 (50.3%); PC1 (42.5%); PC4 (7.2%)。
484,2024-04-04 08:58:00,2024-04-04 09:12:00,15.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2836.889,570,Mahalanobis 距离=2836.9（阈值=18.5）。主要贡献特征：PC3 (69.4%); PC1 (30.0%)。
485,2024-04-04 13:11:00,2024-04-04 14:01:00,51.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10750.156,1938,Mahalanobis 距离=10750.2（阈值=18.5）。主要贡献特征：PC3 (90.8%); PC1 (8.8%)。
486,2024-04-04 14:11:00,2024-04-04 14:16:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,573.199,228,Mahalanobis 距离=573.2（阈值=18.5）。主要贡献特征：PC1 (55.3%); PC3 (42.7%); PC4 (2.0%)。
487,2024-04-04 14:30:00,2024-04-04 14:34:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,397.885,190,Mahalanobis 距离=397.9（阈值=18.5）。主要贡献特征：PC1 (49.4%); PC3 (46.9%); PC4 (3.7%)。
488,2024-04-04 14:43:00,2024-04-04 14:49:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,500.981,266,Mahalanobis 距离=501.0（阈值=18.5）。主要贡献特征：PC1 (53.3%); PC3 (44.0%); PC4 (2.6%)。
489,2024-04-04 15:08:00,2024-04-04 15:19:00,12.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3297.084,456,Mahalanobis 距离=3297.1（阈值=18.5）。主要贡献特征：PC1 (69.0%); PC3 (30.6%)。
490,2024-04-04 15:32:00,2024-04-04 16:05:00,34.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4089.184,1292,Mahalanobis 距离=4089.2（阈值=18.5）。主要贡献特征：PC1 (69.4%); PC3 (30.0%)。
491,2024-04-04 16:09:00,2024-04-04 16:09:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.54,38,正常
492,2024-04-04 16:20:00,2024-04-04 16:20:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.443,38,正常
493,2024-04-04 16:28:00,2024-04-04 16:28:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1496.339,38,Mahalanobis 距离=1496.3（阈值=18.5）。主要贡献特征：PC1 (85.9%); PC3 (14.1%)。
494,2024-04-04 16:39:00,2024-04-04 16:39:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1631.184,38,Mahalanobis 距离=1631.2（阈值=18.5）。主要贡献特征：PC1 (93.8%); PC3 (4.9%); PC4 (1.3%)。
495,2024-04-04 16:45:00,2024-04-04 16:45:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5015.009,38,Mahalanobis 距离=5015.0（阈值=18.5）。主要贡献特征：PC1 (87.0%); PC4 (11.8%); PC3 (1.1%)。
496,2024-04-04 16:52:00,2024-04-04 16:52:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1608.41,38,Mahalanobis 距离=1608.4（阈值=18.5）。主要贡献特征：PC1 (94.1%); PC3 (3.2%); PC4 (2.7%)。
497,2024-04-04 17:02:00,2024-04-04 17:02:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4642.276,38,Mahalanobis 距离=4642.3（阈值=18.5）。主要贡献特征：PC1 (89.3%); PC4 (10.7%)。
498,2024-04-04 17:17:00,2024-04-04 17:21:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1351.47,190,Mahalanobis 距离=1351.5（阈值=18.5）。主要贡献特征：PC1 (84.9%); PC3 (15.1%)。
499,2024-04-04 17:35:00,2024-04-04 17:46:00,12.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10387.84,456,Mahalanobis 距离=10387.8（阈值=18.5）。主要贡献特征：PC1 (64.1%); PC3 (35.8%)。
500,2024-04-04 17:54:00,2024-04-04 17:54:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.994,38,正常
501,2024-04-04 18:00:00,2024-04-04 18:00:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.956,38,正常
502,2024-04-04 18:02:00,2024-04-04 18:08:00,7.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.213,266,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.2，实际=52.0 vs 预测=17.4）
503,2024-04-04 18:13:00,2024-04-04 18:18:00,6.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.782,228,单变量异常：采煤机_截割部位_左滚筒_电机_电流（z-score=4.8，实际=299.0，均值=95.4±42.6）
504,2024-04-04 18:24:00,2024-04-04 18:24:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1396.312,38,Mahalanobis 距离=1396.3（阈值=18.5）。主要贡献特征：PC1 (72.5%); PC3 (26.0%); PC4 (1.4%)。
505,2024-04-04 18:26:00,2024-04-04 18:26:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.236,38,正常
506,2024-04-04 18:29:00,2024-04-04 18:29:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3838.352,38,Mahalanobis 距离=3838.4（阈值=18.5）。主要贡献特征：PC1 (70.1%); PC3 (29.9%)。
507,2024-04-04 18:31:00,2024-04-04 18:31:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.692,38,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=3.7，实际=209.0 vs 预测=72.4）
508,2024-04-04 18:39:00,2024-04-04 18:39:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4165.987,38,Mahalanobis 距离=4166.0（阈值=18.5）。主要贡献特征：PC1 (86.2%); PC3 (12.9%)。
509,2024-04-04 18:47:00,2024-04-04 18:47:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4688.385,38,Mahalanobis 距离=4688.4（阈值=18.5）。主要贡献特征：PC1 (94.1%); PC4 (3.3%); PC3 (2.5%)。
510,2024-04-04 18:50:00,2024-04-04 18:50:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4295.644,38,Mahalanobis 距离=4295.6（阈值=18.5）。主要贡献特征：PC1 (90.7%); PC3 (4.9%); PC4 (4.4%)。
511,2024-04-04 19:09:00,2024-04-04 19:09:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.213,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.2，实际=52.0 vs 预测=17.4）
512,2024-04-04 19:17:00,2024-04-04 19:17:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.388,38,正常
513,2024-04-04 19:19:00,2024-04-04 19:19:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.252,38,正常
514,2024-04-04 19:28:00,2024-04-04 19:30:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6424.516,114,Mahalanobis 距离=6424.5（阈值=18.5）。主要贡献特征：PC1 (90.9%); PC3 (4.8%); PC4 (4.3%)。
515,2024-04-04 19:32:00,2024-04-04 19:32:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2046.094,38,Mahalanobis 距离=2046.1（阈值=18.5）。主要贡献特征：PC1 (99.5%)。
516,2024-04-04 19:35:00,2024-04-04 19:35:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.182,38,正常
517,2024-04-04 19:39:00,2024-04-04 19:39:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4814.475,38,Mahalanobis 距离=4814.5（阈值=18.5）。主要贡献特征：PC1 (95.3%); PC3 (2.5%); PC4 (2.1%)。
518,2024-04-04 19:42:00,2024-04-04 19:42:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5210.904,38,Mahalanobis 距离=5210.9（阈值=18.5）。主要贡献特征：PC1 (97.5%); PC3 (1.5%); PC4 (1.0%)。
